LeveId,Name,Type,Class,Level,Location,Cost,Expansion,Retired
294,Whirled Peas,Tradecraft,CUL,25,South Shroud,1,ARR,
295,Love's Crumpets Lost,Tradecraft,CUL,25,South Shroud,1,ARR,
296,I Love Lamprey,Tradecraft,CUL,25,South Shroud,1,ARR,
297,Pretty as a Picture,Tradecraft,CUL,30,Eastern La Noscea,1,ARR,
298,"Bloody Good Tart, This",Tradecraft,CUL,30,Limsa Lominsa,1,ARR,
299,True Grits,Tradecraft,CUL,30,Limsa Lominsa,1,ARR,
300,Gegeruju Gets Down,Tradecraft,CUL,30,Eastern La Noscea,1,ARR,
301,Point Them with the Sticky End,Tradecraft,CUL,30,Eastern La Noscea,1,ARR,
302,Sole Survivor,Tradecraft,CUL,30,Eastern La Noscea,1,ARR,
303,No More Dumpster Diving,Tradecraft,CUL,35,Coerthas Central Highlands,1,ARR,
304,Don't Turn Up Your Nose,Tradecraft,CUL,35,Limsa Lominsa,1,ARR,
305,Feeding Frenzy,Tradecraft,CUL,35,Limsa Lominsa,1,ARR,
306,Winter of Our Discontent,Tradecraft,CUL,35,Coerthas Central Highlands,1,ARR,
307,Rise and Dine,Tradecraft,CUL,35,Coerthas Central Highlands,1,ARR,
308,Leek Soup for the Soul,Tradecraft,CUL,35,Coerthas Central Highlands,1,ARR,
309,Moving Up in the World,Tradecraft,CUL,40,Coerthas Central Highlands,1,ARR,
310,The Perks of Life at Sea,Tradecraft,CUL,40,Limsa Lominsa,1,ARR,
311,Made by Apple in Coerthas,Tradecraft,CUL,40,Limsa Lominsa,1,ARR,
312,Rolanberry Fields Forever,Tradecraft,CUL,40,Coerthas Central Highlands,1,ARR,
313,Good Eats in Ishgard,Tradecraft,CUL,40,Coerthas Central Highlands,1,ARR,
314,Pagan Pastries,Tradecraft,CUL,40,Coerthas Central Highlands,1,ARR,
315,Culture Club,Tradecraft,CUL,45,Mor Dhona,1,ARR,
316,The Egg Files,Tradecraft,CUL,45,Limsa Lominsa,1,ARR,
317,Bread in the Clouds,Tradecraft,CUL,45,Limsa Lominsa,1,ARR,
318,Comfort Me with Mushrooms,Tradecraft,CUL,45,Mor Dhona,1,ARR,
319,Drinking to Your Health,Tradecraft,CUL,45,Mor Dhona,1,ARR,
320,Red Letter Day,Tradecraft,CUL,45,Mor Dhona,1,ARR,
321,Mercury Rising,Tradecraft,ALC,1,Ul'dah,1,ARR,
322,One for the Books,Tradecraft,ALC,1,Ul'dah,1,ARR,
323,Root Rush,Tradecraft,ALC,1,Western Thanalan,1,ARR,
324,Met a Sticky End,Tradecraft,ALC,1,Western Thanalan,1,ARR,
325,Days of Chunder,Tradecraft,ALC,1,Western Thanalan,1,ARR,
326,The Bleat Is On,Tradecraft,ALC,1,Ul'dah,1,ARR,
327,On the Drip,Tradecraft,ALC,5,Ul'dah,1,ARR,
328,"Distill, My Heart",Tradecraft,ALC,5,Ul'dah,1,ARR,
329,A Jawbreaking Weapon of Staggering Weight,Tradecraft,ALC,5,Western Thanalan,1,ARR,
330,Gotta Bounce,Tradecraft,ALC,5,Western Thanalan,1,ARR,
331,Don't Be So Tallow,Tradecraft,ALC,5,Western Thanalan,1,ARR,
332,The Hexster Runoff,Tradecraft,ALC,5,Ul'dah,1,ARR,
333,Wand-full Tonight,Tradecraft,ALC,10,Ul'dah,1,ARR,
334,Morning Glass of Ether,Tradecraft,ALC,10,Ul'dah,1,ARR,
335,Using Your Arcane Powers for Fun and Profit,Tradecraft,ALC,10,Western Thanalan,1,ARR,
336,One for the Road,Tradecraft,ALC,10,Western Thanalan,1,ARR,
337,"You Grow, Girl",Tradecraft,ALC,10,Western Thanalan,1,ARR,
338,Unbreak My Heart,Tradecraft,ALC,10,Ul'dah,1,ARR,
339,Shut Up and Take My Gil,Tradecraft,ALC,15,Ul'dah,1,ARR,
340,Book and a Hard Place,Tradecraft,ALC,15,Ul'dah,1,ARR,
341,Kiss of Life,Tradecraft,ALC,15,Eastern Thanalan,1,ARR,
342,There's Something about Bury,Tradecraft,ALC,15,Eastern Thanalan,1,ARR,
343,Sanity Points,Tradecraft,ALC,15,Eastern Thanalan,1,ARR,
344,Devil Take the Foremost,Tradecraft,ALC,15,Ul'dah,1,ARR,
345,Everything Is Impossible,Tradecraft,ALC,20,Ul'dah,1,ARR,
346,Don't Forget to Take Your Meds,Tradecraft,ALC,20,Ul'dah,1,ARR,
347,The Writing Is Not on the Wall,Tradecraft,ALC,20,South Shroud,1,ARR,
348,Dripping with Venom,Tradecraft,ALC,20,South Shroud,1,ARR,
349,Blind Man's Bluff,Tradecraft,ALC,20,South Shroud,1,ARR,
350,Hush Little Wailer,Tradecraft,ALC,20,South Shroud,1,ARR,
351,Automata for the People,Tradecraft,ALC,25,Ul'dah,1,ARR,
352,Glazed and Confused,Tradecraft,ALC,25,South Shroud,1,ARR,
353,Sophomore Slump,Tradecraft,ALC,25,Ul'dah,1,ARR,
354,Conspicuous Conjuration,Tradecraft,ALC,25,South Shroud,1,ARR,
355,You Put Your Left Hand In,Tradecraft,ALC,25,South Shroud,1,ARR,
356,The Wailers' First Law of Potion,Tradecraft,ALC,25,South Shroud,1,ARR,
357,Just Give Him a Serum,Tradecraft,ALC,30,Eastern La Noscea,1,ARR,
358,Riches' Brew,Tradecraft,ALC,30,Ul'dah,1,ARR,
359,Stuck in the Moment,Tradecraft,ALC,30,Ul'dah,1,ARR,
360,The Write Stuff,Tradecraft,ALC,30,Eastern La Noscea,1,ARR,
361,Eye of the Beholder,Tradecraft,ALC,30,Eastern La Noscea,1,ARR,
362,Growing Is Knowing,Tradecraft,ALC,30,Eastern La Noscea,1,ARR,
363,Alive and Unwell,Tradecraft,ALC,35,Coerthas Central Highlands,1,ARR,
364,The House Always Wins,Tradecraft,ALC,35,Ul'dah,1,ARR,
365,Always Have an Exit Plan,Tradecraft,ALC,35,Ul'dah,1,ARR,
366,Open Your Grimoire to Page 42,Tradecraft,ALC,35,Coerthas Central Highlands,1,ARR,
367,The Sting of Conscience,Tradecraft,ALC,35,Coerthas Central Highlands,1,ARR,
368,Going Nowhere Fast,Tradecraft,ALC,35,Coerthas Central Highlands,1,ARR,
